id,stateabb,ccode,year,p5
14437,OMA,698,1903,0
14438,OMA,698,1904,0
14439,OMA,698,1905,0
14440,OMA,698,1906,0
14441,OMA,698,1907,0
14442,OMA,698,1908,0
14443,OMA,698,1909,0
14444,OMA,698,1910,0
14445,OMA,698,1911,0
14446,OMA,698,1912,0
14447,OMA,698,1913,0
14448,OMA,698,1914,0
14449,OMA,698,1915,0
14450,OMA,698,1916,0
14451,OMA,698,1917,0
14452,OMA,698,1918,0
14453,OMA,698,1919,0
14454,OMA,698,1920,0
14455,OMA,698,1921,0
14456,OMA,698,1922,0
14457,OMA,698,1923,0
14458,OMA,698,1924,0
14459,OMA,698,1925,0
14460,OMA,698,1926,0
14461,OMA,698,1927,0
14462,OMA,698,1928,0
14463,OMA,698,1929,0
14464,OMA,698,1930,0
14465,OMA,698,1931,0
14466,OMA,698,1932,0
14467,OMA,698,1933,0
14468,OMA,698,1934,0
14469,OMA,698,1935,0
14470,OMA,698,1936,0
14471,OMA,698,1937,0
14472,OMA,698,1938,0
14473,OMA,698,1939,0
14474,OMA,698,1940,0
14475,OMA,698,1941,0
14476,OMA,698,1942,0
14477,OMA,698,1943,0
14478,OMA,698,1944,0
14479,OMA,698,1945,0
14480,OMA,698,1946,0
14481,OMA,698,1947,0
14482,OMA,698,1948,0
14483,OMA,698,1949,0
14484,OMA,698,1950,0
14485,OMA,698,1951,0
14486,OMA,698,1952,0
14487,OMA,698,1953,0
14488,OMA,698,1954,0
14489,OMA,698,1955,0
14490,OMA,698,1956,0
14491,OMA,698,1957,0
14492,OMA,698,1958,0
14493,OMA,698,1959,0
14494,OMA,698,1960,0
14495,OMA,698,1961,0
14496,OMA,698,1962,0
14497,OMA,698,1963,0
14498,OMA,698,1964,0
14499,OMA,698,1965,0
14500,OMA,698,1966,0
14501,OMA,698,1967,0
14502,OMA,698,1968,0
14503,OMA,698,1969,0
14504,OMA,698,1970,0
14505,OMA,698,1971,0
14506,OMA,698,1972,0
14507,OMA,698,1973,0
14508,OMA,698,1974,0
14509,OMA,698,1975,0
14510,OMA,698,1976,0
14511,OMA,698,1977,0
14512,OMA,698,1978,0
14513,OMA,698,1979,0
14514,OMA,698,1980,0
14515,OMA,698,1981,0
14516,OMA,698,1982,0
14517,OMA,698,1983,0
14518,OMA,698,1984,0
14519,OMA,698,1985,0
14520,OMA,698,1986,0
14521,OMA,698,1987,0
14522,OMA,698,1988,0
14523,OMA,698,1989,0
14524,OMA,698,1990,0
14525,OMA,698,1991,0
14526,OMA,698,1992,0
14527,OMA,698,1993,0
14528,OMA,698,1994,0
14529,OMA,698,1995,0
14530,OMA,698,1996,0
14531,OMA,698,1997,0
14532,OMA,698,1998,0
14533,OMA,698,1999,0
14534,OMA,698,2000,0
14535,OMA,698,2001,0
14536,OMA,698,2002,0
14537,OMA,698,2003,0
14538,OMA,698,2004,0
14539,OMA,698,2005,0
14540,OMA,698,2006,0
14541,OMA,698,2007,0
14542,OMA,698,2008,0
14543,OMA,698,2009,0
14544,OMA,698,2010,0
14545,OMA,698,2011,0
14546,OMA,698,2012,0
14547,OMA,698,2013,0
14548,OMA,698,2014,0
14549,OMA,698,2015,0
14550,OMA,698,2016,0
14551,OMA,698,2017,0
14552,OMA,698,2018,0
14553,AFG,700,1801,0
14554,AFG,700,1802,0
14555,AFG,700,1803,0
14556,AFG,700,1804,0
14557,AFG,700,1805,0
14558,AFG,700,1806,0
14559,AFG,700,1807,0
14560,AFG,700,1808,0
14561,AFG,700,1809,0
14562,AFG,700,1810,0
14563,AFG,700,1811,0
14564,AFG,700,1812,0
14565,AFG,700,1813,0
14566,AFG,700,1814,0
14567,AFG,700,1815,0
14568,AFG,700,1816,0
14569,AFG,700,1817,0
14570,AFG,700,1818,0
14571,AFG,700,1819,0
14572,AFG,700,1820,0
14573,AFG,700,1821,0
14574,AFG,700,1822,0
14575,AFG,700,1823,0
14576,AFG,700,1824,0
14577,AFG,700,1825,0
14578,AFG,700,1826,0
14579,AFG,700,1827,0
14580,AFG,700,1828,0
14581,AFG,700,1829,0
14582,AFG,700,1830,0
14583,AFG,700,1831,0
14584,AFG,700,1832,0
14585,AFG,700,1833,0
14586,AFG,700,1834,0
14587,AFG,700,1835,0
14588,AFG,700,1836,0
14589,AFG,700,1837,0
14590,AFG,700,1838,0
14591,AFG,700,1839,0
14592,AFG,700,1840,0
14593,AFG,700,1841,0
14594,AFG,700,1842,0
14595,AFG,700,1843,0
14596,AFG,700,1844,0
14597,AFG,700,1845,0
14598,AFG,700,1846,0
14599,AFG,700,1847,0
14600,AFG,700,1848,0
14601,AFG,700,1849,0
14602,AFG,700,1850,0
14603,AFG,700,1851,0
14604,AFG,700,1852,0
14605,AFG,700,1853,0
14606,AFG,700,1854,0
14607,AFG,700,1855,0
14608,AFG,700,1856,0
14609,AFG,700,1857,0
14610,AFG,700,1858,0
14611,AFG,700,1859,0
14612,AFG,700,1860,0
14613,AFG,700,1861,0
14614,AFG,700,1862,0
14615,AFG,700,1863,0
14616,AFG,700,1864,0
14617,AFG,700,1865,0
14618,AFG,700,1866,0
14619,AFG,700,1867,0
14620,AFG,700,1868,0
14621,AFG,700,1869,0
14622,AFG,700,1870,0
14623,AFG,700,1871,0
14624,AFG,700,1872,0
14625,AFG,700,1873,0
14626,AFG,700,1874,0
14627,AFG,700,1875,0
14628,AFG,700,1876,0
14629,AFG,700,1877,0
14630,AFG,700,1878,0
14631,AFG,700,1879,0
14632,AFG,700,1880,0
14633,AFG,700,1881,0
14634,AFG,700,1882,0
14635,AFG,700,1883,0
14636,AFG,700,1884,0
14637,AFG,700,1885,0
14638,AFG,700,1886,0
14639,AFG,700,1887,0
14640,AFG,700,1888,0
14641,AFG,700,1889,0
14642,AFG,700,1890,0
14643,AFG,700,1891,0
14644,AFG,700,1892,0
14645,AFG,700,1893,0
14646,AFG,700,1894,0
14647,AFG,700,1895,0
14648,AFG,700,1896,0
14649,AFG,700,1897,0
14650,AFG,700,1898,0
14651,AFG,700,1899,0
14652,AFG,700,1900,0
14653,AFG,700,1901,0
14654,AFG,700,1902,0
14655,AFG,700,1903,0
14656,AFG,700,1904,0
14657,AFG,700,1905,0
14658,AFG,700,1906,0
14659,AFG,700,1907,0
14660,AFG,700,1908,0
14661,AFG,700,1909,0
14662,AFG,700,1910,0
14663,AFG,700,1911,0
14664,AFG,700,1912,0
14665,AFG,700,1913,0
14666,AFG,700,1914,0
14667,AFG,700,1915,0
14668,AFG,700,1916,0
14669,AFG,700,1917,0
14670,AFG,700,1918,0
14671,AFG,700,1919,0
14672,AFG,700,1920,0
14673,AFG,700,1921,0
14674,AFG,700,1922,0
14675,AFG,700,1923,0
14676,AFG,700,1924,0
14677,AFG,700,1925,0
14678,AFG,700,1926,0
14679,AFG,700,1927,0
14680,AFG,700,1928,0
14681,AFG,700,1929,0
14682,AFG,700,1930,0
14683,AFG,700,1931,0
14684,AFG,700,1932,0
14685,AFG,700,1933,0
14686,AFG,700,1934,0
14687,AFG,700,1935,0
14688,AFG,700,1936,0
14689,AFG,700,1937,0
14690,AFG,700,1938,0
14691,AFG,700,1939,0
14692,AFG,700,1940,0
14693,AFG,700,1941,0
14694,AFG,700,1942,0
14695,AFG,700,1943,0
14696,AFG,700,1944,0
14697,AFG,700,1945,0
14698,AFG,700,1946,0
14699,AFG,700,1947,0
14700,AFG,700,1948,0
14701,AFG,700,1949,0
14702,AFG,700,1950,0
14703,AFG,700,1951,0
14704,AFG,700,1952,0
14705,AFG,700,1953,0
14706,AFG,700,1954,0
14707,AFG,700,1955,0
14708,AFG,700,1956,0
14709,AFG,700,1957,0
14710,AFG,700,1958,0
14711,AFG,700,1959,0
14712,AFG,700,1960,0
14713,AFG,700,1961,0
14714,AFG,700,1962,0
14715,AFG,700,1963,0
14716,AFG,700,1964,0
14717,AFG,700,1965,0
14718,AFG,700,1966,0
14719,AFG,700,1967,0
14720,AFG,700,1968,0
14721,AFG,700,1969,0
14722,AFG,700,1970,0
14723,AFG,700,1971,0
14724,AFG,700,1972,0
14725,AFG,700,1973,0
14726,AFG,700,1974,0
14727,AFG,700,1975,0
14728,AFG,700,1976,0
14729,AFG,700,1977,0
14730,AFG,700,1978,0
14731,AFG,700,1979,0
14732,AFG,700,1980,0
14733,AFG,700,1981,0
14734,AFG,700,1982,0
14735,AFG,700,1983,0
14736,AFG,700,1984,0
14737,AFG,700,1985,0
14738,AFG,700,1986,0
14739,AFG,700,1987,0
14740,AFG,700,1988,0
14741,AFG,700,1989,0
14742,AFG,700,1990,0
14743,AFG,700,1991,0
14744,AFG,700,1992,0
14745,AFG,700,1993,0
14746,AFG,700,1994,0
14747,AFG,700,1995,0
14748,AFG,700,1996,0
14749,AFG,700,1997,0
14750,AFG,700,1998,0
14751,AFG,700,1999,0
14752,AFG,700,2000,0
14753,AFG,700,2001,0
14754,AFG,700,2002,0
14755,AFG,700,2003,0
14756,AFG,700,2004,0
14757,AFG,700,2005,0
14758,AFG,700,2006,0
14759,AFG,700,2007,0
14760,AFG,700,2008,0
14761,AFG,700,2009,0
14762,AFG,700,2010,0
14763,AFG,700,2011,0
14764,AFG,700,2012,0
14765,AFG,700,2013,0
14766,AFG,700,2014,0
14767,AFG,700,2015,0
14768,AFG,700,2016,0
14769,AFG,700,2017,0
14770,AFG,700,2018,0
14771,TKM,701,1991,0
14772,TKM,701,1992,0
14773,TKM,701,1993,0
14774,TKM,701,1994,0
14775,TKM,701,1995,0
14776,TKM,701,1996,0
14777,TKM,701,1997,0
14778,TKM,701,1998,0
14779,TKM,701,1999,0
14780,TKM,701,2000,0
14781,TKM,701,2001,0
14782,TKM,701,2002,0
14783,TKM,701,2003,0
14784,TKM,701,2004,0
14785,TKM,701,2005,0
14786,TKM,701,2006,0
14787,TKM,701,2007,0
14788,TKM,701,2008,0
14789,TKM,701,2009,0
14790,TKM,701,2010,0
14791,TKM,701,2011,0
14792,TKM,701,2012,0
14793,TKM,701,2013,0
14794,TKM,701,2014,0
14795,TKM,701,2015,0
14796,TKM,701,2016,0
14797,TKM,701,2017,0
14798,TKM,701,2018,0
14799,TAJ,702,1991,0
14800,TAJ,702,1992,0
14801,TAJ,702,1993,0
14802,TAJ,702,1994,0
14803,TAJ,702,1995,0
14804,TAJ,702,1996,0
14805,TAJ,702,1997,0
14806,TAJ,702,1998,0
14807,TAJ,702,1999,0
14808,TAJ,702,2000,0
14809,TAJ,702,2001,0
14810,TAJ,702,2002,0
14811,TAJ,702,2003,0
14812,TAJ,702,2004,0
14813,TAJ,702,2005,0
14814,TAJ,702,2006,0
14815,TAJ,702,2007,0
14816,TAJ,702,2008,0
14817,TAJ,702,2009,0
14818,TAJ,702,2010,0
14819,TAJ,702,2011,0
14820,TAJ,702,2012,0
14821,TAJ,702,2013,0
14822,TAJ,702,2014,0
14823,TAJ,702,2015,0
14824,TAJ,702,2016,0
14825,TAJ,702,2017,0
14826,TAJ,702,2018,0
14827,KYR,703,1991,0
14828,KYR,703,1992,0
14829,KYR,703,1993,0
14830,KYR,703,1994,0
14831,KYR,703,1995,0
14832,KYR,703,1996,0
14833,KYR,703,1997,0
14834,KYR,703,1998,0
14835,KYR,703,1999,0
14836,KYR,703,2000,0
14837,KYR,703,2001,0
14838,KYR,703,2002,0
14839,KYR,703,2003,0
14840,KYR,703,2004,0
14841,KYR,703,2005,0
14842,KYR,703,2006,0
14843,KYR,703,2007,0
14844,KYR,703,2008,0
14845,KYR,703,2009,0
14846,KYR,703,2010,0
14847,KYR,703,2011,0
14848,KYR,703,2012,0
14849,KYR,703,2013,0
14850,KYR,703,2014,0
14851,KYR,703,2015,0
14852,KYR,703,2016,0
14853,KYR,703,2017,0
14854,KYR,703,2018,0
14855,UZB,704,1991,0
14856,UZB,704,1992,0
14857,UZB,704,1993,0
14858,UZB,704,1994,0
14859,UZB,704,1995,0
14860,UZB,704,1996,0
14861,UZB,704,1997,0
14862,UZB,704,1998,0
14863,UZB,704,1999,0
14864,UZB,704,2000,0
14865,UZB,704,2001,0
14866,UZB,704,2002,0
14867,UZB,704,2003,0
14868,UZB,704,2004,0
14869,UZB,704,2005,0
14870,UZB,704,2006,0
14871,UZB,704,2007,0
14872,UZB,704,2008,0
14873,UZB,704,2009,0
14874,UZB,704,2010,0
14875,UZB,704,2011,0
14876,UZB,704,2012,0
14877,UZB,704,2013,0
14878,UZB,704,2014,0
14879,UZB,704,2015,0
14880,UZB,704,2016,0
14881,UZB,704,2017,0
14882,UZB,704,2018,0
14883,KZK,705,1991,1
14884,KZK,705,1992,1
14885,KZK,705,1993,1
14886,KZK,705,1994,1
14887,KZK,705,1995,1
14888,KZK,705,1996,1
14889,KZK,705,1997,1
14890,KZK,705,1998,1
14891,KZK,705,1999,1
14892,KZK,705,2000,1
14893,KZK,705,2001,1
14894,KZK,705,2002,1
14895,KZK,705,2003,1
14896,KZK,705,2004,1
14897,KZK,705,2005,1
14898,KZK,705,2006,1
14899,KZK,705,2007,1
14900,KZK,705,2008,1
14901,KZK,705,2009,1
14902,KZK,705,2010,1
14903,KZK,705,2011,1
14904,KZK,705,2012,1
14905,KZK,705,2013,1
14906,KZK,705,2014,1
14907,KZK,705,2015,1
14908,KZK,705,2016,1
14909,KZK,705,2017,1
14910,KZK,705,2018,1
14911,CHN,710,1800,0
14912,CHN,710,1801,0
14913,CHN,710,1802,0
14914,CHN,710,1803,0
14915,CHN,710,1804,0
14916,CHN,710,1805,0
14917,CHN,710,1806,0
14918,CHN,710,1807,0
14919,CHN,710,1808,0
14920,CHN,710,1809,0
14921,CHN,710,1810,0
14922,CHN,710,1811,0
14923,CHN,710,1812,0
14924,CHN,710,1813,0
14925,CHN,710,1814,0
14926,CHN,710,1815,0
14927,CHN,710,1816,0
14928,CHN,710,1817,0
14929,CHN,710,1818,0
14930,CHN,710,1819,0
14931,CHN,710,1820,0
14932,CHN,710,1821,0
14933,CHN,710,1822,0
14934,CHN,710,1823,0
14935,CHN,710,1824,0
14936,CHN,710,1825,0
14937,CHN,710,1826,0
14938,CHN,710,1827,0
14939,CHN,710,1828,0
14940,CHN,710,1829,0
14941,CHN,710,1830,0
14942,CHN,710,1831,0
14943,CHN,710,1832,0
14944,CHN,710,1833,0
14945,CHN,710,1834,0
14946,CHN,710,1835,0
14947,CHN,710,1836,0
14948,CHN,710,1837,0
14949,CHN,710,1838,0
14950,CHN,710,1839,0
14951,CHN,710,1840,0
14952,CHN,710,1841,0
14953,CHN,710,1842,0
14954,CHN,710,1843,0
14955,CHN,710,1844,0
14956,CHN,710,1845,0
14957,CHN,710,1846,0
14958,CHN,710,1847,0
14959,CHN,710,1848,0
14960,CHN,710,1849,0
14961,CHN,710,1850,0
14962,CHN,710,1851,0
14963,CHN,710,1852,0
14964,CHN,710,1853,0
14965,CHN,710,1854,0
14966,CHN,710,1855,0
14967,CHN,710,1856,0
14968,CHN,710,1857,0
14969,CHN,710,1858,0
14970,CHN,710,1859,0
14971,CHN,710,1860,0
14972,CHN,710,1861,0
14973,CHN,710,1862,0
14974,CHN,710,1863,0
14975,CHN,710,1864,0
14976,CHN,710,1865,0
14977,CHN,710,1866,0
14978,CHN,710,1867,0
14979,CHN,710,1868,0
14980,CHN,710,1869,0
14981,CHN,710,1870,0
14982,CHN,710,1871,0
14983,CHN,710,1872,0
14984,CHN,710,1873,0
14985,CHN,710,1874,0
14986,CHN,710,1875,0
14987,CHN,710,1876,0
14988,CHN,710,1877,0
14989,CHN,710,1878,0
14990,CHN,710,1879,0
14991,CHN,710,1880,0
14992,CHN,710,1881,0
14993,CHN,710,1882,0
14994,CHN,710,1883,0
14995,CHN,710,1884,0
14996,CHN,710,1885,0
14997,CHN,710,1886,0
14998,CHN,710,1887,0
14999,CHN,710,1888,0
15000,CHN,710,1889,0
15001,CHN,710,1890,0
15002,CHN,710,1891,0
15003,CHN,710,1892,0
15004,CHN,710,1893,0
15005,CHN,710,1894,0
15006,CHN,710,1895,0
15007,CHN,710,1896,0
15008,CHN,710,1897,0
15009,CHN,710,1898,0
15010,CHN,710,1899,0
15011,CHN,710,1900,0
15012,CHN,710,1901,0
15013,CHN,710,1902,0
15014,CHN,710,1903,0
15015,CHN,710,1904,0
15016,CHN,710,1905,0
15017,CHN,710,1906,0
15018,CHN,710,1907,0
15019,CHN,710,1908,0
15020,CHN,710,1909,0
15021,CHN,710,1910,0
15022,CHN,710,1911,0
15023,CHN,710,1912,0
15024,CHN,710,1913,0
15025,CHN,710,1914,0
15026,CHN,710,1915,0
15027,CHN,710,1916,0
15028,CHN,710,1917,0
15029,CHN,710,1918,0
15030,CHN,710,1919,0
15031,CHN,710,1920,0
15032,CHN,710,1921,0
15033,CHN,710,1922,0
15034,CHN,710,1923,0
15035,CHN,710,1924,0
15036,CHN,710,1925,0
15037,CHN,710,1926,0
15038,CHN,710,1927,0
15039,CHN,710,1928,0
15040,CHN,710,1929,0
15041,CHN,710,1930,0
15042,CHN,710,1931,0
15043,CHN,710,1932,0
15044,CHN,710,1933,0
15045,CHN,710,1934,0
15046,CHN,710,1935,0
15047,CHN,710,1936,0
15048,CHN,710,1937,0
15049,CHN,710,1938,0
15050,CHN,710,1939,0
15051,CHN,710,1940,0
15052,CHN,710,1941,0
15053,CHN,710,1942,0
15054,CHN,710,1943,0
15055,CHN,710,1944,0
15056,CHN,710,1945,0
15057,CHN,710,1946,0
15058,CHN,710,1947,0
15059,CHN,710,1948,0
15060,CHN,710,1949,0
15061,CHN,710,1950,0
15062,CHN,710,1951,0
15063,CHN,710,1952,0
15064,CHN,710,1953,0
15065,CHN,710,1954,0
15066,CHN,710,1955,0
15067,CHN,710,1956,0
15068,CHN,710,1957,0
15069,CHN,710,1958,0
15070,CHN,710,1959,0
15071,CHN,710,1960,0
15072,CHN,710,1961,0
15073,CHN,710,1962,0
15074,CHN,710,1963,0
15075,CHN,710,1964,0
15076,CHN,710,1965,0
15077,CHN,710,1966,0
15078,CHN,710,1967,0
15079,CHN,710,1968,0
15080,CHN,710,1969,0
15081,CHN,710,1970,0
15082,CHN,710,1971,0
15083,CHN,710,1972,0
15084,CHN,710,1973,0
15085,CHN,710,1974,0
15086,CHN,710,1975,0
15087,CHN,710,1976,0
15088,CHN,710,1977,0
15089,CHN,710,1978,0
15090,CHN,710,1979,0
15091,CHN,710,1980,0
15092,CHN,710,1981,0
15093,CHN,710,1982,0
15094,CHN,710,1983,0
15095,CHN,710,1984,0
15096,CHN,710,1985,0
15097,CHN,710,1986,0
15098,CHN,710,1987,0
15099,CHN,710,1988,0
15100,CHN,710,1989,0
15101,CHN,710,1990,0
15102,CHN,710,1991,0
15103,CHN,710,1992,0
15104,CHN,710,1993,0
15105,CHN,710,1994,0
15106,CHN,710,1995,0
15107,CHN,710,1996,0
15108,CHN,710,1997,0
15109,CHN,710,1998,0
15110,CHN,710,1999,0
15111,CHN,710,2000,0
15112,CHN,710,2001,0
15113,CHN,710,2002,0
15114,CHN,710,2003,0
15115,CHN,710,2004,0
15116,CHN,710,2005,0
15117,CHN,710,2006,0
15118,CHN,710,2007,0
15119,CHN,710,2008,0
15120,CHN,710,2009,0
15121,CHN,710,2010,0
15122,CHN,710,2011,0
15123,CHN,710,2012,0
15124,CHN,710,2013,0
15125,CHN,710,2014,0
15126,CHN,710,2015,0
15127,CHN,710,2016,0
15128,CHN,710,2017,0
15129,CHN,710,2018,0
15130,MON,712,1924,0
15131,MON,712,1925,0
15132,MON,712,1926,0
15133,MON,712,1927,0
15134,MON,712,1928,0
15135,MON,712,1929,0
15136,MON,712,1930,0
15137,MON,712,1931,0
15138,MON,712,1932,0
15139,MON,712,1933,0
15140,MON,712,1934,0
15141,MON,712,1935,0
15142,MON,712,1936,0
15143,MON,712,1937,0
15144,MON,712,1938,0
15145,MON,712,1939,0
15146,MON,712,1940,0
15147,MON,712,1941,0
15148,MON,712,1942,0
15149,MON,712,1943,0
15150,MON,712,1944,0
15151,MON,712,1945,0
15152,MON,712,1946,0
15153,MON,712,1947,0
15154,MON,712,1948,0
15155,MON,712,1949,0
15156,MON,712,1950,0
15157,MON,712,1951,0
15158,MON,712,1952,0
15159,MON,712,1953,0
15160,MON,712,1954,0
15161,MON,712,1955,0
15162,MON,712,1956,0
15163,MON,712,1957,0
15164,MON,712,1958,0
15165,MON,712,1959,0
15166,MON,712,1960,0
15167,MON,712,1961,0
15168,MON,712,1962,0
15169,MON,712,1963,0
15170,MON,712,1964,0
15171,MON,712,1965,0
15172,MON,712,1966,0
15173,MON,712,1967,0
15174,MON,712,1968,0
15175,MON,712,1969,0
15176,MON,712,1970,0
15177,MON,712,1971,0
15178,MON,712,1972,0
15179,MON,712,1973,0
15180,MON,712,1974,0
15181,MON,712,1975,0
15182,MON,712,1976,0
15183,MON,712,1977,0
15184,MON,712,1978,0
15185,MON,712,1979,0
15186,MON,712,1980,0
15187,MON,712,1981,0
15188,MON,712,1982,0
15189,MON,712,1983,0
15190,MON,712,1984,0
15191,MON,712,1985,0
15192,MON,712,1986,0
15193,MON,712,1987,0
15194,MON,712,1988,0
15195,MON,712,1989,0
15196,MON,712,1990,0
15197,MON,712,1991,0
15198,MON,712,1992,0
15199,MON,712,1993,0
15200,MON,712,1994,0
15201,MON,712,1995,0
15202,MON,712,1996,0
15203,MON,712,1997,0
15204,MON,712,1998,0
15205,MON,712,1999,0
15206,MON,712,2000,0
15207,MON,712,2001,0
15208,MON,712,2002,0
15209,MON,712,2003,0
15210,MON,712,2004,0
15211,MON,712,2005,0
15212,MON,712,2006,0
15213,MON,712,2007,0
15214,MON,712,2008,0
15215,MON,712,2009,0
15216,MON,712,2010,0
15217,MON,712,2011,0
15218,MON,712,2012,0
15219,MON,712,2013,0
15220,MON,712,2014,0
15221,MON,712,2015,0
15222,MON,712,2016,0
15223,MON,712,2017,0
15224,MON,712,2018,0
15225,TAW,713,1949,0
15226,TAW,713,1950,0
15227,TAW,713,1951,0
15228,TAW,713,1952,0
15229,TAW,713,1953,0
15230,TAW,713,1954,0
15231,TAW,713,1955,0
15232,TAW,713,1956,0
15233,TAW,713,1957,0
15234,TAW,713,1958,0
15235,TAW,713,1959,0
15236,TAW,713,1960,0
15237,TAW,713,1961,0
15238,TAW,713,1962,0
15239,TAW,713,1963,0
15240,TAW,713,1964,0
15241,TAW,713,1965,0
15242,TAW,713,1966,0
15243,TAW,713,1967,0
15244,TAW,713,1968,0
15245,TAW,713,1969,0
15246,TAW,713,1970,0
15247,TAW,713,1971,0
15248,TAW,713,1972,0
15249,TAW,713,1973,0
15250,TAW,713,1974,0
15251,TAW,713,1975,0
15252,TAW,713,1976,0
15253,TAW,713,1977,0
15254,TAW,713,1978,0
15255,TAW,713,1979,0
15256,TAW,713,1980,0
15257,TAW,713,1981,0
15258,TAW,713,1982,0
15259,TAW,713,1983,0
15260,TAW,713,1984,0
15261,TAW,713,1985,0
15262,TAW,713,1986,0
15263,TAW,713,1987,0
15264,TAW,713,1988,0
15265,TAW,713,1989,0
15266,TAW,713,1990,0
15267,TAW,713,1991,0
15268,TAW,713,1992,0
15269,TAW,713,1993,0
15270,TAW,713,1994,0
15271,TAW,713,1995,0
15272,TAW,713,1996,0
15273,TAW,713,1997,0
15274,TAW,713,1998,0
15275,TAW,713,1999,0
15276,TAW,713,2000,0
15277,TAW,713,2001,0
15278,TAW,713,2002,0
15279,TAW,713,2003,0
15280,TAW,713,2004,0
15281,TAW,713,2005,0
15282,TAW,713,2006,0
15283,TAW,713,2007,0
15284,TAW,713,2008,0
15285,TAW,713,2009,0
15286,TAW,713,2010,0
15287,TAW,713,2011,0
15288,TAW,713,2012,0
15289,TAW,713,2013,0
15290,TAW,713,2014,0
15291,TAW,713,2015,0
15292,TAW,713,2016,0
15293,TAW,713,2017,0
15294,TAW,713,2018,0
15295,KOR,730,1800,0
15296,KOR,730,1801,0
15297,KOR,730,1802,0
15298,KOR,730,1803,0
15299,KOR,730,1804,0
15300,KOR,730,1805,0
15301,KOR,730,1806,0
15302,KOR,730,1807,0
15303,KOR,730,1808,0
15304,KOR,730,1809,0
15305,KOR,730,1810,0
15306,KOR,730,1811,0
15307,KOR,730,1812,0
15308,KOR,730,1813,0
15309,KOR,730,1814,0
15310,KOR,730,1815,0
15311,KOR,730,1816,0
15312,KOR,730,1817,0
15313,KOR,730,1818,0
15314,KOR,730,1819,0
15315,KOR,730,1820,0
15316,KOR,730,1821,0
15317,KOR,730,1822,0
15318,KOR,730,1823,0
15319,KOR,730,1824,0
15320,KOR,730,1825,0
15321,KOR,730,1826,0
15322,KOR,730,1827,0
15323,KOR,730,1828,0
15324,KOR,730,1829,0
15325,KOR,730,1830,0
15326,KOR,730,1831,0
15327,KOR,730,1832,0
15328,KOR,730,1833,0
15329,KOR,730,1834,0
15330,KOR,730,1835,0
15331,KOR,730,1836,0
15332,KOR,730,1837,0
15333,KOR,730,1838,0
15334,KOR,730,1839,0
15335,KOR,730,1840,0
15336,KOR,730,1841,0
15337,KOR,730,1842,0
15338,KOR,730,1843,0
15339,KOR,730,1844,0
15340,KOR,730,1845,0
15341,KOR,730,1846,0
15342,KOR,730,1847,0
15343,KOR,730,1848,0
15344,KOR,730,1849,0
15345,KOR,730,1850,0
15346,KOR,730,1851,0
15347,KOR,730,1852,0
15348,KOR,730,1853,0
15349,KOR,730,1854,0
15350,KOR,730,1855,0
15351,KOR,730,1856,0
15352,KOR,730,1857,0
15353,KOR,730,1858,0
15354,KOR,730,1859,0
15355,KOR,730,1860,0
15356,KOR,730,1861,0
15357,KOR,730,1862,0
15358,KOR,730,1863,0
15359,KOR,730,1864,0
15360,KOR,730,1865,0
15361,KOR,730,1866,0
15362,KOR,730,1867,0
15363,KOR,730,1868,0
15364,KOR,730,1869,0
15365,KOR,730,1870,0
15366,KOR,730,1871,0
15367,KOR,730,1872,0
15368,KOR,730,1873,0
15369,KOR,730,1874,0
15370,KOR,730,1875,0
15371,KOR,730,1876,0
15372,KOR,730,1877,0
15373,KOR,730,1878,0
15374,KOR,730,1879,0
15375,KOR,730,1880,0
15376,KOR,730,1881,0
15377,KOR,730,1882,0
15378,KOR,730,1883,0
15379,KOR,730,1884,0
15380,KOR,730,1885,0
15381,KOR,730,1886,0
15382,KOR,730,1887,0
15383,KOR,730,1888,0
15384,KOR,730,1889,0
15385,KOR,730,1890,0
15386,KOR,730,1891,0
15387,KOR,730,1892,0
15388,KOR,730,1893,0
15389,KOR,730,1894,0
15390,KOR,730,1895,0
15391,KOR,730,1896,0
15392,KOR,730,1897,0
15393,KOR,730,1898,0
15394,KOR,730,1899,0
15395,KOR,730,1900,0
15396,KOR,730,1901,0
15397,KOR,730,1902,0
15398,KOR,730,1903,0
15399,KOR,730,1904,0
15400,KOR,730,1905,0
15401,KOR,730,1906,0
15402,KOR,730,1907,0
15403,KOR,730,1908,0
15404,KOR,730,1909,0
15405,KOR,730,1910,0
15406,PRK,731,1948,0
15407,PRK,731,1949,0
15408,PRK,731,1950,0
15409,PRK,731,1951,0
15410,PRK,731,1952,0
15411,PRK,731,1953,0
15412,PRK,731,1954,0
15413,PRK,731,1955,0
15414,PRK,731,1956,0
15415,PRK,731,1957,0
15416,PRK,731,1958,0
15417,PRK,731,1959,0
15418,PRK,731,1960,0
15419,PRK,731,1961,0
15420,PRK,731,1962,0
15421,PRK,731,1963,0
15422,PRK,731,1964,0
15423,PRK,731,1965,0
15424,PRK,731,1966,0
15425,PRK,731,1967,0
15426,PRK,731,1968,0
15427,PRK,731,1969,0
15428,PRK,731,1970,0
15429,PRK,731,1971,0
15430,PRK,731,1972,0
15431,PRK,731,1973,0
15432,PRK,731,1974,0
15433,PRK,731,1975,0
15434,PRK,731,1976,0
15435,PRK,731,1977,0
15436,PRK,731,1978,0
15437,PRK,731,1979,0
15438,PRK,731,1980,0
15439,PRK,731,1981,0
