id,stateabb,ccode,year,polyarchy,libdem,democ
33932,TUR,640,1983,0.145,0.137,.
33933,TUR,640,1983,.,.,7.0
33934,TUR,640,1984,0.404,0.285,.
33935,TUR,640,1984,.,.,7.0
33936,TUR,640,1985,0.405,0.287,.
33937,TUR,640,1985,.,.,7.0
33938,TUR,640,1986,0.417,0.288,.
33939,TUR,640,1986,.,.,7.0
33940,TUR,640,1987,0.427,0.292,.
33941,TUR,640,1987,.,.,7.0
33942,TUR,640,1988,0.495,0.329,.
33943,TUR,640,1988,.,.,7.0
33944,TUR,640,1989,0.495,0.329,.
33945,TUR,640,1989,.,.,9.0
33946,TUR,640,1990,0.523,0.355,.
33947,TUR,640,1990,.,.,9.0
33948,TUR,640,1991,0.522,0.368,.
33949,TUR,640,1991,.,.,9.0
33950,TUR,640,1992,0.535,0.376,.
33951,TUR,640,1992,.,.,9.0
33952,TUR,640,1993,0.532,0.375,.
33953,TUR,640,1993,.,.,9.0
33954,TUR,640,1994,0.537,0.377,.
33955,TUR,640,1994,.,.,9.0
33956,TUR,640,1995,0.538,0.379,.
33957,TUR,640,1995,.,.,9.0
33958,TUR,640,1996,0.546,0.386,.
33959,TUR,640,1996,.,.,9.0
33960,TUR,640,1997,0.547,0.396,.
33961,TUR,640,1997,.,.,8.0
33962,TUR,640,1998,0.548,0.396,.
33963,TUR,640,1998,.,.,8.0
33964,TUR,640,1999,0.574,0.42,.
33965,TUR,640,1999,.,.,8.0
33966,TUR,640,2000,0.585,0.432,.
33967,TUR,640,2000,.,.,8.0
33968,TUR,640,2001,0.589,0.437,.
33969,TUR,640,2001,.,.,8.0
33970,TUR,640,2002,0.642,0.496,.
33971,TUR,640,2002,.,.,8.0
33972,TUR,640,2003,0.656,0.506,.
33973,TUR,640,2003,.,.,8.0
33974,TUR,640,2004,0.663,0.511,.
33975,TUR,640,2004,.,.,8.0
33976,TUR,640,2005,0.65,0.498,.
33977,TUR,640,2005,.,.,8.0
33978,TUR,640,2006,0.65,0.496,.
33979,TUR,640,2006,.,.,8.0
33980,TUR,640,2007,0.626,0.477,.
33981,TUR,640,2007,.,.,8.0
33982,TUR,640,2008,0.561,0.424,.
33983,TUR,640,2008,.,.,8.0
33984,TUR,640,2009,0.547,0.413,.
33985,TUR,640,2009,.,.,8.0
33986,TUR,640,2010,0.529,0.371,.
33987,TUR,640,2010,.,.,8.0
33988,TUR,640,2011,0.521,0.362,.
33989,TUR,640,2011,.,.,9.0
33990,TUR,640,2012,0.512,0.355,.
33991,TUR,640,2012,.,.,9.0
33992,TUR,640,2013,0.467,0.3,.
33993,TUR,640,2013,.,.,9.0
33994,TUR,640,2014,0.423,0.258,.
33995,TUR,640,2014,.,.,4.0
33996,TUR,640,2015,0.386,0.236,.
33997,TUR,640,2015,.,.,4.0
33998,TUR,640,2016,0.305,0.147,.
33999,TUR,640,2016,.,.,0.0
34000,TUR,640,2017,0.291,0.105,.
34001,TUR,640,2017,.,.,0.0
34002,TUR,640,2018,0.294,0.108,.
34003,TUR,640,2018,.,.,0.0
34004,TUR,640,2019,0.29,0.113,.
34005,TUR,640,2020,0.289,0.119,.
34006,TUR,640,2021,0.288,0.119,.
34007,TUR,640,2022,0.284,0.114,.
34008,TUR,640,2023,0.287,0.113,.
34009,IRQ,645,1920,0.084,0.111,.
34010,IRQ,645,1921,0.084,0.112,.
34011,IRQ,645,1922,0.109,0.116,.
34012,IRQ,645,1923,0.109,0.116,.
34013,IRQ,645,1924,0.108,0.116,.
34014,IRQ,645,1924,.,.,1.0
34015,IRQ,645,1925,0.108,0.14,.
34016,IRQ,645,1925,.,.,1.0
34017,IRQ,645,1926,0.115,0.162,.
34018,IRQ,645,1926,.,.,1.0
34019,IRQ,645,1927,0.113,0.162,.
34020,IRQ,645,1927,.,.,1.0
34021,IRQ,645,1928,0.113,0.162,.
34022,IRQ,645,1928,.,.,1.0
34023,IRQ,645,1929,0.113,0.162,.
34024,IRQ,645,1929,.,.,1.0
34025,IRQ,645,1930,0.113,0.162,.
34026,IRQ,645,1930,.,.,1.0
34027,IRQ,645,1931,0.111,0.162,.
34028,IRQ,645,1931,.,.,1.0
34029,IRQ,645,1932,0.119,0.161,.
34030,IRQ,645,1932,.,.,1.0
34031,IRQ,645,1933,0.145,0.168,.
34032,IRQ,645,1933,.,.,1.0
34033,IRQ,645,1934,0.145,0.167,.
34034,IRQ,645,1934,.,.,1.0
34035,IRQ,645,1935,0.145,0.167,.
34036,IRQ,645,1935,.,.,1.0
34037,IRQ,645,1936,0.142,0.166,.
34038,IRQ,645,1936,.,.,1.0
34039,IRQ,645,1937,0.14,0.165,.
34040,IRQ,645,1937,.,.,1.0
34041,IRQ,645,1938,0.141,0.166,.
34042,IRQ,645,1938,.,.,1.0
34043,IRQ,645,1939,0.142,0.166,.
34044,IRQ,645,1939,.,.,1.0
34045,IRQ,645,1940,0.143,0.167,.
34046,IRQ,645,1940,.,.,1.0
34047,IRQ,645,1941,0.137,0.166,.
34048,IRQ,645,1941,.,.,1.0
34049,IRQ,645,1942,0.137,0.166,.
34050,IRQ,645,1942,.,.,1.0
34051,IRQ,645,1943,0.137,0.166,.
34052,IRQ,645,1943,.,.,1.0
34053,IRQ,645,1944,0.137,0.166,.
34054,IRQ,645,1944,.,.,1.0
34055,IRQ,645,1945,0.136,0.165,.
34056,IRQ,645,1945,.,.,1.0
34057,IRQ,645,1946,0.14,0.163,.
34058,IRQ,645,1946,.,.,1.0
34059,IRQ,645,1947,0.144,0.164,.
34060,IRQ,645,1947,.,.,1.0
34061,IRQ,645,1948,0.144,0.164,.
34062,IRQ,645,1948,.,.,1.0
34063,IRQ,645,1949,0.141,0.163,.
34064,IRQ,645,1949,.,.,1.0
34065,IRQ,645,1950,0.146,0.165,.
34066,IRQ,645,1950,.,.,1.0
34067,IRQ,645,1951,0.145,0.165,.
34068,IRQ,645,1951,.,.,1.0
34069,IRQ,645,1952,0.144,0.164,.
34070,IRQ,645,1952,.,.,1.0
34071,IRQ,645,1953,0.176,0.174,.
34072,IRQ,645,1953,.,.,1.0
34073,IRQ,645,1954,0.179,0.169,.
34074,IRQ,645,1954,.,.,1.0
34075,IRQ,645,1955,0.213,0.184,.
34076,IRQ,645,1955,.,.,1.0
34077,IRQ,645,1956,0.213,0.184,.
34078,IRQ,645,1956,.,.,1.0
34079,IRQ,645,1957,0.213,0.184,.
34080,IRQ,645,1957,.,.,1.0
34081,IRQ,645,1958,0.156,0.129,.
34082,IRQ,645,1958,.,.,0.0
34083,IRQ,645,1959,0.098,0.079,.
34084,IRQ,645,1959,.,.,0.0
34085,IRQ,645,1960,0.101,0.079,.
34086,IRQ,645,1960,.,.,0.0
34087,IRQ,645,1961,0.093,0.076,.
34088,IRQ,645,1961,.,.,0.0
34089,IRQ,645,1962,0.093,0.075,.
34090,IRQ,645,1962,.,.,0.0
34091,IRQ,645,1963,0.07,0.054,.
34092,IRQ,645,1963,.,.,0.0
34093,IRQ,645,1964,0.069,0.066,.
34094,IRQ,645,1964,.,.,0.0
34095,IRQ,645,1965,0.073,0.068,.
34096,IRQ,645,1965,.,.,0.0
34097,IRQ,645,1966,0.077,0.069,.
34098,IRQ,645,1966,.,.,0.0
34099,IRQ,645,1967,0.079,0.07,.
34100,IRQ,645,1967,.,.,0.0
34101,IRQ,645,1968,0.056,0.071,.
34102,IRQ,645,1968,.,.,0.0
34103,IRQ,645,1969,0.052,0.064,.
34104,IRQ,645,1969,.,.,0.0
34105,IRQ,645,1970,0.051,0.06,.
34106,IRQ,645,1970,.,.,0.0
34107,IRQ,645,1971,0.051,0.06,.
34108,IRQ,645,1971,.,.,0.0
34109,IRQ,645,1972,0.051,0.06,.
34110,IRQ,645,1972,.,.,0.0
34111,IRQ,645,1973,0.051,0.06,.
34112,IRQ,645,1973,.,.,0.0
34113,IRQ,645,1974,0.051,0.06,.
34114,IRQ,645,1974,.,.,0.0
34115,IRQ,645,1975,0.049,0.06,.
34116,IRQ,645,1975,.,.,0.0
34117,IRQ,645,1976,0.05,0.06,.
34118,IRQ,645,1976,.,.,0.0
34119,IRQ,645,1977,0.049,0.06,.
34120,IRQ,645,1977,.,.,0.0
34121,IRQ,645,1978,0.049,0.06,.
34122,IRQ,645,1978,.,.,0.0
34123,IRQ,645,1979,0.046,0.057,.
34124,IRQ,645,1979,.,.,0.0
34125,IRQ,645,1980,0.047,0.055,.
34126,IRQ,645,1980,.,.,0.0
34127,IRQ,645,1981,0.082,0.065,.
34128,IRQ,645,1981,.,.,0.0
34129,IRQ,645,1982,0.082,0.065,.
34130,IRQ,645,1982,.,.,0.0
34131,IRQ,645,1983,0.082,0.065,.
34132,IRQ,645,1983,.,.,0.0
34133,IRQ,645,1984,0.082,0.065,.
34134,IRQ,645,1984,.,.,0.0
34135,IRQ,645,1985,0.08,0.065,.
34136,IRQ,645,1985,.,.,0.0
34137,IRQ,645,1986,0.08,0.065,.
34138,IRQ,645,1986,.,.,0.0
34139,IRQ,645,1987,0.08,0.065,.
34140,IRQ,645,1987,.,.,0.0
34141,IRQ,645,1988,0.08,0.065,.
34142,IRQ,645,1988,.,.,0.0
34143,IRQ,645,1989,0.081,0.065,.
34144,IRQ,645,1989,.,.,0.0
34145,IRQ,645,1990,0.081,0.061,.
34146,IRQ,645,1990,.,.,0.0
34147,IRQ,645,1991,0.08,0.058,.
34148,IRQ,645,1991,.,.,0.0
34149,IRQ,645,1992,0.08,0.058,.
34150,IRQ,645,1992,.,.,0.0
34151,IRQ,645,1993,0.081,0.059,.
34152,IRQ,645,1993,.,.,0.0
34153,IRQ,645,1994,0.083,0.059,.
34154,IRQ,645,1994,.,.,0.0
34155,IRQ,645,1995,0.084,0.059,.
34156,IRQ,645,1995,.,.,0.0
34157,IRQ,645,1996,0.084,0.059,.
34158,IRQ,645,1996,.,.,0.0
34159,IRQ,645,1997,0.146,0.068,.
34160,IRQ,645,1997,.,.,0.0
34161,IRQ,645,1998,0.146,0.068,.
34162,IRQ,645,1998,.,.,0.0
34163,IRQ,645,1999,0.146,0.068,.
34164,IRQ,645,1999,.,.,0.0
34165,IRQ,645,2000,0.145,0.067,.
34166,IRQ,645,2000,.,.,0.0
34167,IRQ,645,2001,0.146,0.068,.
34168,IRQ,645,2001,.,.,0.0
34169,IRQ,645,2002,0.146,0.094,.
34170,IRQ,645,2002,.,.,0.0
34171,IRQ,645,2003,0.186,0.118,.
34172,IRQ,645,2003,.,.,-66.0
34173,IRQ,645,2004,0.215,0.11,.
34174,IRQ,645,2004,.,.,-66.0
34175,IRQ,645,2005,0.242,0.109,.
34176,IRQ,645,2005,.,.,-66.0
34177,IRQ,645,2006,0.406,0.238,.
34178,IRQ,645,2006,.,.,-66.0
34179,IRQ,645,2007,0.436,0.264,.
34180,IRQ,645,2007,.,.,-66.0
34181,IRQ,645,2008,0.436,0.264,.
34182,IRQ,645,2008,.,.,-66.0
34183,IRQ,645,2009,0.433,0.262,.
34184,IRQ,645,2009,.,.,-66.0
34185,IRQ,645,2010,0.425,0.257,.
34186,IRQ,645,2010,.,.,4.0
34187,IRQ,645,2011,0.425,0.255,.
34188,IRQ,645,2011,.,.,4.0
34189,IRQ,645,2012,0.422,0.254,.
34190,IRQ,645,2012,.,.,4.0
34191,IRQ,645,2013,0.416,0.239,.
34192,IRQ,645,2013,.,.,4.0
34193,IRQ,645,2014,0.408,0.24,.
34194,IRQ,645,2014,.,.,6.0
34195,IRQ,645,2015,0.399,0.238,.
34196,IRQ,645,2015,.,.,6.0
34197,IRQ,645,2016,0.402,0.247,.
34198,IRQ,645,2016,.,.,6.0
34199,IRQ,645,2017,0.38,0.236,.
34200,IRQ,645,2017,.,.,6.0
34201,IRQ,645,2018,0.405,0.242,.
34202,IRQ,645,2018,.,.,6.0
34203,IRQ,645,2019,0.395,0.229,.
34204,IRQ,645,2020,0.374,0.21,.
34205,IRQ,645,2021,0.375,0.218,.
34206,IRQ,645,2022,0.381,0.203,.
34207,IRQ,645,2023,0.367,0.21,.
34208,EGY,651,1789,0.034,0.08,.
34209,EGY,651,1790,0.034,0.08,.
34210,EGY,651,1791,0.034,0.08,.
34211,EGY,651,1792,0.034,0.08,.
34212,EGY,651,1793,0.034,0.08,.
34213,EGY,651,1794,0.034,0.08,.
34214,EGY,651,1795,0.034,0.08,.
34215,EGY,651,1796,0.034,0.08,.
34216,EGY,651,1797,0.034,0.08,.
34217,EGY,651,1798,0.034,0.061,.
34218,EGY,651,1799,0.032,0.061,.
34219,EGY,651,1800,0.032,0.061,.
34220,EGY,651,1801,0.032,0.061,.
34221,EGY,651,1802,0.032,0.061,.
34222,EGY,651,1803,0.032,0.061,.
34223,EGY,651,1804,0.032,0.061,.
34224,EGY,651,1805,0.032,0.061,.
34225,EGY,651,1806,0.032,0.061,.
34226,EGY,651,1807,0.032,0.061,.
34227,EGY,651,1808,0.032,0.061,.
34228,EGY,651,1809,0.032,0.061,.
34229,EGY,651,1810,0.032,0.061,.
34230,EGY,651,1811,0.032,0.061,.
34231,EGY,651,1812,0.032,0.061,.
34232,EGY,651,1813,0.032,0.061,.
34233,EGY,651,1814,0.032,0.061,.
34234,EGY,651,1815,0.032,0.061,.
34235,EGY,651,1816,0.032,0.061,.
34236,EGY,651,1817,0.032,0.061,.
34237,EGY,651,1818,0.032,0.061,.
34238,EGY,651,1819,0.032,0.061,.
34239,EGY,651,1820,0.032,0.061,.
34240,EGY,651,1821,0.032,0.061,.
34241,EGY,651,1822,0.032,0.061,.
34242,EGY,651,1823,0.032,0.061,.
34243,EGY,651,1824,0.032,0.061,.
34244,EGY,651,1825,0.032,0.061,.
34245,EGY,651,1826,0.032,0.061,.
34246,EGY,651,1827,0.032,0.061,.
34247,EGY,651,1828,0.032,0.061,.
34248,EGY,651,1829,0.032,0.061,.
34249,EGY,651,1830,0.032,0.061,.
34250,EGY,651,1831,0.032,0.061,.
34251,EGY,651,1832,0.032,0.061,.
34252,EGY,651,1833,0.032,0.061,.
34253,EGY,651,1834,0.032,0.061,.
34254,EGY,651,1835,0.032,0.061,.
34255,EGY,651,1836,0.032,0.061,.
34256,EGY,651,1837,0.032,0.061,.
34257,EGY,651,1838,0.032,0.061,.
34258,EGY,651,1839,0.032,0.061,.
34259,EGY,651,1840,0.032,0.062,.
34260,EGY,651,1841,0.032,0.062,.
34261,EGY,651,1842,0.032,0.064,.
34262,EGY,651,1843,0.032,0.064,.
34263,EGY,651,1844,0.032,0.064,.
34264,EGY,651,1845,0.032,0.064,.
34265,EGY,651,1846,0.032,0.064,.
34266,EGY,651,1847,0.032,0.064,.
34267,EGY,651,1848,0.032,0.064,.
34268,EGY,651,1849,0.032,0.085,.
34269,EGY,651,1850,0.032,0.083,.
34270,EGY,651,1851,0.032,0.083,.
34271,EGY,651,1852,0.032,0.083,.
34272,EGY,651,1853,0.032,0.083,.
34273,EGY,651,1854,0.032,0.083,.
34274,EGY,651,1855,0.032,0.083,.
34275,EGY,651,1856,0.032,0.083,.
34276,EGY,651,1857,0.032,0.083,.
34277,EGY,651,1858,0.032,0.083,.
34278,EGY,651,1859,0.032,0.083,.
34279,EGY,651,1860,0.032,0.082,.
34280,EGY,651,1861,0.032,0.082,.
34281,EGY,651,1862,0.032,0.082,.
34282,EGY,651,1863,0.037,0.077,.
34283,EGY,651,1864,0.037,0.077,.
34284,EGY,651,1865,0.037,0.077,.
34285,EGY,651,1866,0.038,.,.
34286,EGY,651,1867,0.038,0.103,.
34287,EGY,651,1868,0.038,0.103,.
34288,EGY,651,1869,0.038,0.103,.
34289,EGY,651,1870,0.038,0.104,.
34290,EGY,651,1871,0.038,0.104,.
34291,EGY,651,1872,0.038,0.104,.
34292,EGY,651,1873,0.038,0.104,.
34293,EGY,651,1874,0.038,0.104,.
34294,EGY,651,1875,0.038,0.104,.
34295,EGY,651,1876,0.038,0.104,.
34296,EGY,651,1877,0.038,0.106,.
34297,EGY,651,1878,0.043,0.107,.
34298,EGY,651,1879,0.069,0.09,.
34299,EGY,651,1880,0.069,0.095,.
34300,EGY,651,1881,0.07,.,.
34301,EGY,651,1882,0.07,0.147,.
34302,EGY,651,1883,0.15,0.164,.
34303,EGY,651,1884,0.15,0.165,.
34304,EGY,651,1885,0.15,0.165,.
34305,EGY,651,1886,0.15,0.165,.
34306,EGY,651,1887,0.15,0.165,.
34307,EGY,651,1888,0.15,0.165,.
34308,EGY,651,1889,0.15,0.165,.
34309,EGY,651,1890,0.15,0.165,.
34310,EGY,651,1891,0.15,0.165,.
34311,EGY,651,1892,0.15,0.165,.
34312,EGY,651,1893,0.15,0.165,.
34313,EGY,651,1894,0.15,0.165,.
34314,EGY,651,1895,0.15,0.165,.
34315,EGY,651,1896,0.15,0.165,.
34316,EGY,651,1897,0.15,0.165,.
34317,EGY,651,1898,0.15,0.165,.
34318,EGY,651,1899,0.15,0.165,.
34319,EGY,651,1900,0.118,0.167,.
34320,EGY,651,1901,0.118,0.167,.
34321,EGY,651,1902,0.118,0.167,.
34322,EGY,651,1903,0.118,0.167,.
34323,EGY,651,1904,0.118,0.167,.
34324,EGY,651,1905,0.118,0.167,.
34325,EGY,651,1906,0.118,0.167,.
34326,EGY,651,1907,0.125,0.169,.
34327,EGY,651,1908,0.125,0.171,.
34328,EGY,651,1909,0.125,0.171,.
34329,EGY,651,1910,0.125,0.168,.
34330,EGY,651,1911,0.125,0.17,.
34331,EGY,651,1912,0.125,0.17,.
34332,EGY,651,1913,0.103,0.137,.
34333,EGY,651,1914,0.08,0.128,.
34334,EGY,651,1915,0.079,0.104,.
34335,EGY,651,1916,0.079,0.104,.
34336,EGY,651,1917,0.079,0.104,.
34337,EGY,651,1918,0.079,0.103,.
34338,EGY,651,1919,0.081,0.103,.
34339,EGY,651,1920,0.081,0.103,.
34340,EGY,651,1921,0.081,0.103,.
34341,EGY,651,1922,0.081,0.103,.
34342,EGY,651,1922,.,.,7.0
34343,EGY,651,1923,0.083,0.15,.
34344,EGY,651,1923,.,.,7.0
34345,EGY,651,1924,0.115,0.173,.
34346,EGY,651,1924,.,.,7.0
34347,EGY,651,1925,0.115,0.173,.
34348,EGY,651,1925,.,.,7.0
34349,EGY,651,1926,0.115,0.173,.
34350,EGY,651,1926,.,.,7.0
34351,EGY,651,1927,0.115,0.173,.
34352,EGY,651,1927,.,.,7.0
34353,EGY,651,1928,0.115,0.173,.
34354,EGY,651,1928,.,.,-88.0
34355,EGY,651,1929,0.115,0.173,.
34356,EGY,651,1929,.,.,-88.0
34357,EGY,651,1930,0.113,0.174,.
34358,EGY,651,1930,.,.,1.0
34359,EGY,651,1931,0.087,0.168,.
34360,EGY,651,1931,.,.,1.0
34361,EGY,651,1932,0.087,0.168,.
34362,EGY,651,1932,.,.,1.0
34363,EGY,651,1933,0.087,0.168,.
34364,EGY,651,1933,.,.,1.0
34365,EGY,651,1934,0.087,0.168,.
34366,EGY,651,1934,.,.,-88.0
34367,EGY,651,1935,0.087,0.168,.
34368,EGY,651,1935,.,.,5.0
34369,EGY,651,1936,0.112,0.173,.
34370,EGY,651,1936,.,.,5.0
34371,EGY,651,1937,0.112,0.173,.
34372,EGY,651,1937,.,.,5.0
34373,EGY,651,1938,0.128,0.178,.
34374,EGY,651,1938,.,.,5.0
34375,EGY,651,1939,0.128,0.178,.
34376,EGY,651,1939,.,.,5.0
34377,EGY,651,1940,0.128,0.178,.
34378,EGY,651,1940,.,.,5.0
34379,EGY,651,1941,0.128,0.178,.
34380,EGY,651,1941,.,.,5.0
34381,EGY,651,1942,0.128,0.178,.
34382,EGY,651,1942,.,.,5.0
34383,EGY,651,1943,0.128,0.178,.
34384,EGY,651,1943,.,.,5.0
34385,EGY,651,1944,0.128,0.178,.
34386,EGY,651,1944,.,.,5.0
34387,EGY,651,1945,0.151,0.184,.
34388,EGY,651,1945,.,.,5.0
34389,EGY,651,1946,0.151,0.184,.
34390,EGY,651,1947,0.151,0.184,.
34391,EGY,651,1948,0.151,0.184,.
34392,EGY,651,1949,0.151,0.185,.
34393,EGY,651,1950,0.177,0.194,.
34394,EGY,651,1951,0.178,0.195,.
34395,EGY,651,1951,.,.,7.0
34396,EGY,651,1952,0.152,0.181,.
34397,EGY,651,1952,.,.,0.0
34398,EGY,651,1953,0.067,0.101,.
34399,EGY,651,1953,.,.,0.0
34400,EGY,651,1954,0.058,0.092,.
34401,EGY,651,1954,.,.,0.0
34402,EGY,651,1955,0.058,0.092,.
34403,EGY,651,1955,.,.,0.0
34404,EGY,651,1956,0.074,0.095,.
34405,EGY,651,1956,.,.,0.0
34406,EGY,651,1957,0.122,0.126,.
34407,EGY,651,1957,.,.,0.0
34408,EGY,651,1958,0.153,0.111,.
34409,EGY,651,1958,.,.,0.0
34410,EGY,651,1959,0.151,0.109,.
34411,EGY,651,1959,.,.,0.0
34412,EGY,651,1960,0.164,0.123,.
34413,EGY,651,1960,.,.,0.0
34414,EGY,651,1961,0.148,0.115,.
34415,EGY,651,1961,.,.,0.0
34416,EGY,651,1962,0.126,0.101,.
34417,EGY,651,1962,.,.,0.0
34418,EGY,651,1963,0.149,0.105,.
34419,EGY,651,1963,.,.,0.0
34420,EGY,651,1964,0.177,0.137,.
34421,EGY,651,1964,.,.,0.0
34422,EGY,651,1965,0.183,0.145,.
34423,EGY,651,1965,.,.,0.0
34424,EGY,651,1966,0.183,0.145,.
34425,EGY,651,1966,.,.,0.0
34426,EGY,651,1967,0.183,0.143,.
34427,EGY,651,1967,.,.,0.0
34428,EGY,651,1968,0.182,0.142,.
34429,EGY,651,1968,.,.,0.0
34430,EGY,651,1969,0.18,0.142,.
34431,EGY,651,1969,.,.,0.0
34432,EGY,651,1970,0.189,0.147,.
34433,EGY,651,1970,.,.,0.0
34434,EGY,651,1971,0.199,0.165,.
34435,EGY,651,1971,.,.,0.0
34436,EGY,651,1972,0.197,0.165,.
34437,EGY,651,1972,.,.,0.0
34438,EGY,651,1973,0.198,0.165,.
34439,EGY,651,1973,.,.,0.0
34440,EGY,651,1974,0.198,0.164,.
34441,EGY,651,1974,.,.,0.0
34442,EGY,651,1975,0.198,0.164,.
34443,EGY,651,1975,.,.,0.0
34444,EGY,651,1976,0.206,0.167,.
34445,EGY,651,1976,.,.,0.0
34446,EGY,651,1977,0.206,0.165,.
34447,EGY,651,1977,.,.,0.0
34448,EGY,651,1978,0.204,0.163,.
34449,EGY,651,1978,.,.,0.0
34450,EGY,651,1979,0.2,0.162,.
34451,EGY,651,1979,.,.,0.0
34452,EGY,651,1980,0.181,0.125,.
34453,EGY,651,1980,.,.,0.0
34454,EGY,651,1981,0.191,0.166,.
34455,EGY,651,1981,.,.,0.0
34456,EGY,651,1982,0.218,0.175,.
34457,EGY,651,1982,.,.,0.0
34458,EGY,651,1983,0.218,0.175,.
34459,EGY,651,1983,.,.,0.0
34460,EGY,651,1984,0.216,0.174,.
34461,EGY,651,1984,.,.,0.0
34462,EGY,651,1985,0.215,0.173,.
34463,EGY,651,1985,.,.,0.0
34464,EGY,651,1986,0.219,0.177,.
34465,EGY,651,1986,.,.,0.0
34466,EGY,651,1987,0.22,0.174,.
34467,EGY,651,1987,.,.,0.0
34468,EGY,651,1988,0.222,0.175,.
34469,EGY,651,1988,.,.,0.0
34470,EGY,651,1989,0.224,0.176,.
34471,EGY,651,1989,.,.,0.0
34472,EGY,651,1990,0.223,0.167,.
34473,EGY,651,1990,.,.,0.0
34474,EGY,651,1991,0.213,0.163,.
34475,EGY,651,1991,.,.,0.0
34476,EGY,651,1992,0.213,0.163,.
34477,EGY,651,1992,.,.,0.0
34478,EGY,651,1993,0.217,0.164,.
34479,EGY,651,1993,.,.,0.0
34480,EGY,651,1994,0.216,0.162,.
34481,EGY,651,1994,.,.,0.0
34482,EGY,651,1995,0.214,0.163,.
34483,EGY,651,1995,.,.,0.0
34484,EGY,651,1996,0.215,0.163,.
34485,EGY,651,1996,.,.,0.0
34486,EGY,651,1997,0.213,0.162,.
34487,EGY,651,1997,.,.,0.0
34488,EGY,651,1998,0.216,0.162,.
34489,EGY,651,1998,.,.,0.0
34490,EGY,651,1999,0.215,0.162,.
34491,EGY,651,1999,.,.,0.0
34492,EGY,651,2000,0.219,0.16,.
34493,EGY,651,2000,.,.,0.0
34494,EGY,651,2001,0.208,0.157,.
34495,EGY,651,2001,.,.,0.0
34496,EGY,651,2002,0.208,0.157,.
34497,EGY,651,2002,.,.,0.0
34498,EGY,651,2003,0.208,0.157,.
34499,EGY,651,2003,.,.,0.0
34500,EGY,651,2004,0.211,0.156,.
34501,EGY,651,2004,.,.,0.0
34502,EGY,651,2005,0.212,0.157,.
34503,EGY,651,2005,.,.,1.0
34504,EGY,651,2006,0.212,0.158,.
34505,EGY,651,2006,.,.,1.0
34506,EGY,651,2007,0.214,0.159,.
34507,EGY,651,2007,.,.,1.0
34508,EGY,651,2008,0.214,0.159,.
34509,EGY,651,2008,.,.,1.0
34510,EGY,651,2009,0.212,0.157,.
34511,EGY,651,2009,.,.,1.0
34512,EGY,651,2010,0.214,0.157,.
34513,EGY,651,2010,.,.,1.0
34514,EGY,651,2011,0.205,0.125,.
34515,EGY,651,2011,.,.,0.0
34516,EGY,651,2012,0.297,0.16,.
34517,EGY,651,2012,.,.,-88.0
34518,EGY,651,2013,0.186,0.098,.
34519,EGY,651,2013,.,.,0.0
34520,EGY,651,2014,0.137,0.086,.
34521,EGY,651,2014,.,.,0.0
34522,EGY,651,2015,0.156,0.095,.
34523,EGY,651,2015,.,.,0.0
34524,EGY,651,2016,0.179,0.122,.
34525,EGY,651,2016,.,.,0.0
34526,EGY,651,2017,0.179,0.115,.
34527,EGY,651,2017,.,.,0.0
34528,EGY,651,2018,0.178,0.114,.
34529,EGY,651,2018,.,.,0.0
34530,EGY,651,2019,0.176,0.119,.
34531,EGY,651,2020,0.176,0.121,.
34532,EGY,651,2021,0.183,0.12,.
34533,EGY,651,2022,0.185,0.129,.
34534,EGY,651,2023,0.189,0.129,.
34535,SYR,652,1918,0.13,0.098,.
34536,SYR,652,1919,0.13,0.135,.
34537,SYR,652,1922,0.069,0.053,.
34538,SYR,652,1923,0.069,0.052,.
34539,SYR,652,1924,0.069,0.052,.
34540,SYR,652,1925,0.069,0.051,.
34541,SYR,652,1926,0.069,0.051,.
34542,SYR,652,1927,0.069,0.051,.
34543,SYR,652,1928,0.094,0.073,.
34544,SYR,652,1929,0.094,0.057,.
34545,SYR,652,1930,0.12,0.068,.
34546,SYR,652,1931,0.124,0.069,.
34547,SYR,652,1932,0.142,0.089,.
34548,SYR,652,1933,0.138,0.097,.
34549,SYR,652,1934,0.125,0.07,.
34550,SYR,652,1935,0.125,0.069,.
34551,SYR,652,1936,0.129,0.073,.
34552,SYR,652,1937,0.158,0.099,.
34553,SYR,652,1938,0.158,0.098,.
34554,SYR,652,1939,0.107,0.062,.
34555,SYR,652,1940,0.107,0.062,.
34556,SYR,652,1941,0.107,0.062,.
34557,SYR,652,1942,0.106,0.063,.
34558,SYR,652,1943,0.118,0.074,.
34559,SYR,652,1944,0.137,0.09,.
34560,SYR,652,1944,.,.,5.0
34561,SYR,652,1945,0.119,0.089,.
34562,SYR,652,1945,.,.,5.0
34563,SYR,652,1946,0.136,0.076,.
34564,SYR,652,1946,.,.,4.0
34565,SYR,652,1947,0.216,0.148,.
34566,SYR,652,1947,.,.,4.0
34567,SYR,652,1948,0.313,0.204,.
34568,SYR,652,1948,.,.,4.0
34569,SYR,652,1949,0.233,0.17,.
34570,SYR,652,1949,.,.,-88.0
34571,SYR,652,1950,0.247,0.172,.
34572,SYR,652,1950,.,.,-88.0
34573,SYR,652,1951,0.209,0.157,.
34574,SYR,652,1951,.,.,0.0
34575,SYR,652,1952,0.147,0.106,.
34576,SYR,652,1952,.,.,0.0
34577,SYR,652,1953,0.175,0.113,.
