id,stateabb,ccode,year,polyarchy,libdem,democ
24850,CIV,437,1917,0.03,0.052,.
24851,CIV,437,1918,0.03,0.052,.
24852,CIV,437,1919,0.03,0.052,.
24853,CIV,437,1920,0.03,0.052,.
24854,CIV,437,1921,0.03,0.052,.
24855,CIV,437,1922,0.03,0.052,.
24856,CIV,437,1923,0.03,0.052,.
24857,CIV,437,1924,0.03,0.052,.
24858,CIV,437,1925,0.03,0.052,.
24859,CIV,437,1926,0.03,0.052,.
24860,CIV,437,1927,0.03,0.052,.
24861,CIV,437,1928,0.03,0.052,.
24862,CIV,437,1929,0.03,0.052,.
24863,CIV,437,1930,0.03,0.052,.
24864,CIV,437,1931,0.03,0.052,.
24865,CIV,437,1932,0.03,0.052,.
24866,CIV,437,1933,0.03,0.052,.
24867,CIV,437,1934,0.03,0.053,.
24868,CIV,437,1935,0.03,0.053,.
24869,CIV,437,1936,0.03,0.053,.
24870,CIV,437,1937,0.03,0.053,.
24871,CIV,437,1938,0.03,0.053,.
24872,CIV,437,1939,0.03,0.053,.
24873,CIV,437,1940,0.03,0.053,.
24874,CIV,437,1941,0.029,0.053,.
24875,CIV,437,1942,0.029,0.053,.
24876,CIV,437,1943,0.029,0.053,.
24877,CIV,437,1944,0.037,0.054,.
24878,CIV,437,1945,0.058,0.056,.
24879,CIV,437,1946,0.085,0.067,.
24880,CIV,437,1947,0.109,0.081,.
24881,CIV,437,1948,0.109,0.082,.
24882,CIV,437,1949,0.109,0.082,.
24883,CIV,437,1950,0.109,0.082,.
24884,CIV,437,1951,0.108,0.081,.
24885,CIV,437,1952,0.114,0.083,.
24886,CIV,437,1953,0.114,0.083,.
24887,CIV,437,1954,0.114,0.083,.
24888,CIV,437,1955,0.114,0.083,.
24889,CIV,437,1956,0.114,0.083,.
24890,CIV,437,1957,0.15,0.09,.
24891,CIV,437,1958,0.146,0.089,.
24892,CIV,437,1959,0.142,0.088,.
24893,CIV,437,1960,0.146,0.133,.
24894,IVO,437,1960,.,.,0.0
24895,CIV,437,1961,0.19,0.144,.
24896,IVO,437,1961,.,.,0.0
24897,CIV,437,1962,0.19,0.145,.
24898,IVO,437,1962,.,.,0.0
24899,CIV,437,1963,0.19,0.145,.
24900,IVO,437,1963,.,.,0.0
24901,CIV,437,1964,0.19,0.145,.
24902,IVO,437,1964,.,.,0.0
24903,CIV,437,1965,0.188,0.144,.
24904,IVO,437,1965,.,.,0.0
24905,CIV,437,1966,0.177,0.141,.
24906,IVO,437,1966,.,.,0.0
24907,CIV,437,1967,0.177,0.141,.
24908,IVO,437,1967,.,.,0.0
24909,CIV,437,1968,0.177,0.141,.
24910,IVO,437,1968,.,.,0.0
24911,CIV,437,1969,0.177,0.141,.
24912,IVO,437,1969,.,.,0.0
24913,CIV,437,1970,0.177,0.143,.
24914,IVO,437,1970,.,.,0.0
24915,CIV,437,1971,0.174,0.142,.
24916,IVO,437,1971,.,.,0.0
24917,CIV,437,1972,0.174,0.142,.
24918,IVO,437,1972,.,.,0.0
24919,CIV,437,1973,0.174,0.142,.
24920,IVO,437,1973,.,.,0.0
24921,CIV,437,1974,0.174,0.142,.
24922,IVO,437,1974,.,.,0.0
24923,CIV,437,1975,0.174,0.142,.
24924,IVO,437,1975,.,.,0.0
24925,CIV,437,1976,0.175,0.142,.
24926,IVO,437,1976,.,.,0.0
24927,CIV,437,1977,0.175,0.142,.
24928,IVO,437,1977,.,.,0.0
24929,CIV,437,1978,0.175,0.142,.
24930,IVO,437,1978,.,.,0.0
24931,CIV,437,1979,0.175,0.142,.
24932,IVO,437,1979,.,.,0.0
24933,CIV,437,1980,0.175,0.142,.
24934,IVO,437,1980,.,.,0.0
24935,CIV,437,1981,0.175,0.142,.
24936,IVO,437,1981,.,.,0.0
24937,CIV,437,1982,0.175,0.142,.
24938,IVO,437,1982,.,.,0.0
24939,CIV,437,1983,0.175,0.142,.
24940,IVO,437,1983,.,.,0.0
24941,CIV,437,1984,0.175,0.142,.
24942,IVO,437,1984,.,.,0.0
24943,CIV,437,1985,0.176,0.143,.
24944,IVO,437,1985,.,.,0.0
24945,CIV,437,1986,0.178,0.143,.
24946,IVO,437,1986,.,.,0.0
24947,CIV,437,1987,0.178,0.143,.
24948,IVO,437,1987,.,.,0.0
24949,CIV,437,1988,0.178,0.143,.
24950,IVO,437,1988,.,.,0.0
24951,CIV,437,1989,0.178,0.143,.
24952,IVO,437,1989,.,.,0.0
24953,CIV,437,1990,0.306,0.191,.
24954,IVO,437,1990,.,.,0.0
24955,CIV,437,1991,0.309,0.194,.
24956,IVO,437,1991,.,.,0.0
24957,CIV,437,1992,0.309,0.194,.
24958,IVO,437,1992,.,.,0.0
24959,CIV,437,1993,0.33,0.21,.
24960,IVO,437,1993,.,.,0.0
24961,CIV,437,1994,0.359,0.228,.
24962,IVO,437,1994,.,.,0.0
24963,CIV,437,1995,0.264,0.188,.
24964,IVO,437,1995,.,.,0.0
24965,CIV,437,1996,0.4,0.25,.
24966,IVO,437,1996,.,.,0.0
24967,CIV,437,1997,0.399,0.252,.
24968,IVO,437,1997,.,.,0.0
24969,CIV,437,1998,0.394,0.25,.
24970,IVO,437,1998,.,.,0.0
24971,CIV,437,1999,0.389,0.253,.
24972,IVO,437,1999,.,.,1.0
24973,CIV,437,2000,0.274,0.174,.
24974,IVO,437,2000,.,.,5.0
24975,CIV,437,2001,0.455,0.304,.
24976,IVO,437,2001,.,.,5.0
24977,CIV,437,2002,0.451,0.306,.
24978,IVO,437,2002,.,.,-77.0
24979,CIV,437,2003,0.451,0.306,.
24980,IVO,437,2003,.,.,-77.0
24981,CIV,437,2004,0.451,0.307,.
24982,IVO,437,2004,.,.,-77.0
24983,CIV,437,2005,0.44,0.303,.
24984,IVO,437,2005,.,.,-77.0
24985,CIV,437,2006,0.442,0.301,.
24986,IVO,437,2006,.,.,-77.0
24987,CIV,437,2007,0.443,0.302,.
24988,IVO,437,2007,.,.,-88.0
24989,CIV,437,2008,0.442,0.301,.
24990,IVO,437,2008,.,.,-88.0
24991,CIV,437,2009,0.439,0.297,.
24992,IVO,437,2009,.,.,-88.0
24993,CIV,437,2010,0.446,0.302,.
24994,IVO,437,2010,.,.,-77.0
24995,CIV,437,2011,0.428,0.299,.
24996,IVO,437,2011,.,.,5.0
24997,CIV,437,2012,0.47,0.329,.
24998,IVO,437,2012,.,.,5.0
24999,CIV,437,2013,0.465,0.318,.
25000,IVO,437,2013,.,.,5.0
25001,CIV,437,2014,0.467,0.323,.
25002,IVO,437,2014,.,.,5.0
25003,CIV,437,2015,0.478,0.329,.
25004,IVO,437,2015,.,.,5.0
25005,CIV,437,2016,0.529,0.356,.
25006,IVO,437,2016,.,.,5.0
25007,CIV,437,2017,0.542,0.346,.
25008,IVO,437,2017,.,.,5.0
25009,CIV,437,2018,0.541,0.348,.
25010,IVO,437,2018,.,.,5.0
25011,CIV,437,2019,0.534,0.33,.
25012,CIV,437,2020,0.51,0.27,.
25013,CIV,437,2021,0.443,0.244,.
25014,CIV,437,2022,0.455,0.246,.
25015,CIV,437,2023,0.454,0.253,.
25016,GIN,438,1900,0.032,0.028,.
25017,GIN,438,1901,0.032,0.028,.
25018,GIN,438,1902,0.032,0.028,.
25019,GIN,438,1903,0.032,0.028,.
25020,GIN,438,1904,0.032,0.028,.
25021,GIN,438,1905,0.032,0.028,.
25022,GIN,438,1906,0.032,0.028,.
25023,GIN,438,1907,0.032,0.028,.
25024,GIN,438,1908,0.032,0.028,.
25025,GIN,438,1909,0.032,0.028,.
25026,GIN,438,1910,0.032,0.028,.
25027,GIN,438,1911,0.032,0.028,.
25028,GIN,438,1912,0.032,0.028,.
25029,GIN,438,1913,0.032,0.028,.
25030,GIN,438,1914,0.032,0.028,.
25031,GIN,438,1915,0.032,0.028,.
25032,GIN,438,1916,0.032,0.028,.
25033,GIN,438,1917,0.032,0.028,.
25034,GIN,438,1918,0.032,0.028,.
25035,GIN,438,1919,0.032,0.028,.
25036,GIN,438,1920,0.032,0.028,.
25037,GIN,438,1921,0.032,0.028,.
25038,GIN,438,1922,0.032,0.028,.
25039,GIN,438,1923,0.032,0.029,.
25040,GIN,438,1924,0.032,0.029,.
25041,GIN,438,1925,0.033,0.029,.
25042,GIN,438,1926,0.033,0.029,.
25043,GIN,438,1927,0.033,0.029,.
25044,GIN,438,1928,0.033,0.029,.
25045,GIN,438,1929,0.033,0.029,.
25046,GIN,438,1930,0.033,0.03,.
25047,GIN,438,1931,0.033,0.031,.
25048,GIN,438,1932,0.033,0.031,.
25049,GIN,438,1933,0.033,0.031,.
25050,GIN,438,1934,0.033,0.031,.
25051,GIN,438,1935,0.033,0.031,.
25052,GIN,438,1936,0.033,0.031,.
25053,GIN,438,1937,0.033,0.031,.
25054,GIN,438,1938,0.033,0.031,.
25055,GIN,438,1939,0.033,0.031,.
25056,GIN,438,1940,0.033,0.031,.
25057,GIN,438,1941,0.033,0.031,.
25058,GIN,438,1942,0.033,0.031,.
25059,GIN,438,1943,0.033,0.031,.
25060,GIN,438,1944,0.033,0.031,.
25061,GIN,438,1945,0.041,0.032,.
25062,GIN,438,1946,0.067,0.036,.
25063,GIN,438,1947,0.102,0.048,.
25064,GIN,438,1948,0.103,0.048,.
25065,GIN,438,1949,0.107,0.049,.
25066,GIN,438,1950,0.106,0.049,.
25067,GIN,438,1951,0.106,0.048,.
25068,GIN,438,1952,0.113,0.041,.
25069,GIN,438,1953,0.088,0.046,.
25070,GIN,438,1954,0.077,0.045,.
25071,GIN,438,1955,0.077,0.045,.
25072,GIN,438,1956,0.079,0.046,.
25073,GIN,438,1957,0.165,0.058,.
25074,GIN,438,1958,0.157,0.054,.
25075,GUI,438,1958,.,.,0.0
25076,GIN,438,1959,0.193,0.057,.
25077,GUI,438,1959,.,.,0.0
25078,GIN,438,1960,0.183,0.046,.
25079,GUI,438,1960,.,.,0.0
25080,GIN,438,1961,0.156,0.039,.
25081,GUI,438,1961,.,.,0.0
25082,GIN,438,1962,0.156,0.039,.
25083,GUI,438,1962,.,.,0.0
25084,GIN,438,1963,0.15,0.038,.
25085,GUI,438,1963,.,.,0.0
25086,GIN,438,1964,0.147,0.037,.
25087,GUI,438,1964,.,.,0.0
25088,GIN,438,1965,0.146,0.037,.
25089,GUI,438,1965,.,.,0.0
25090,GIN,438,1966,0.146,0.037,.
25091,GUI,438,1966,.,.,0.0
25092,GIN,438,1967,0.143,0.037,.
25093,GUI,438,1967,.,.,0.0
25094,GIN,438,1968,0.143,0.037,.
25095,GUI,438,1968,.,.,0.0
25096,GIN,438,1969,0.143,0.036,.
25097,GUI,438,1969,.,.,0.0
25098,GIN,438,1970,0.142,0.035,.
25099,GUI,438,1970,.,.,0.0
25100,GIN,438,1971,0.142,0.035,.
25101,GUI,438,1971,.,.,0.0
25102,GIN,438,1972,0.142,0.035,.
25103,GUI,438,1972,.,.,0.0
25104,GIN,438,1973,0.142,0.035,.
25105,GUI,438,1973,.,.,0.0
25106,GIN,438,1974,0.142,0.035,.
25107,GUI,438,1974,.,.,0.0
25108,GIN,438,1975,0.142,0.036,.
25109,GUI,438,1975,.,.,0.0
25110,GIN,438,1976,0.142,0.036,.
25111,GUI,438,1976,.,.,0.0
25112,GIN,438,1977,0.142,0.036,.
25113,GUI,438,1977,.,.,0.0
25114,GIN,438,1978,0.142,0.036,.
25115,GUI,438,1978,.,.,0.0
25116,GIN,438,1979,0.142,0.036,.
25117,GUI,438,1979,.,.,0.0
25118,GIN,438,1980,0.143,0.036,.
25119,GUI,438,1980,.,.,0.0
25120,GIN,438,1981,0.143,0.036,.
25121,GUI,438,1981,.,.,0.0
25122,GIN,438,1982,0.143,0.036,.
25123,GUI,438,1982,.,.,0.0
25124,GIN,438,1983,0.143,0.037,.
25125,GUI,438,1983,.,.,0.0
25126,GIN,438,1984,0.092,0.031,.
25127,GUI,438,1984,.,.,0.0
25128,GIN,438,1985,0.095,0.04,.
25129,GUI,438,1985,.,.,0.0
25130,GIN,438,1986,0.097,0.04,.
25131,GUI,438,1986,.,.,0.0
25132,GIN,438,1987,0.099,0.038,.
25133,GUI,438,1987,.,.,0.0
25134,GIN,438,1988,0.099,0.038,.
25135,GUI,438,1988,.,.,0.0
25136,GIN,438,1989,0.101,0.038,.
25137,GUI,438,1989,.,.,0.0
25138,GIN,438,1990,0.116,0.045,.
25139,GUI,438,1990,.,.,0.0
25140,GIN,438,1991,0.144,0.072,.
25141,GUI,438,1991,.,.,0.0
25142,GIN,438,1992,0.165,0.076,.
25143,GUI,438,1992,.,.,0.0
25144,GIN,438,1993,0.167,0.078,.
25145,GUI,438,1993,.,.,0.0
25146,GIN,438,1994,0.188,0.082,.
25147,GUI,438,1994,.,.,0.0
25148,GIN,438,1995,0.258,0.101,.
25149,GUI,438,1995,.,.,1.0
25150,GIN,438,1996,0.26,0.105,.
25151,GUI,438,1996,.,.,1.0
25152,GIN,438,1997,0.26,0.103,.
25153,GUI,438,1997,.,.,1.0
25154,GIN,438,1998,0.258,0.104,.
25155,GUI,438,1998,.,.,1.0
25156,GIN,438,1999,0.263,0.105,.
25157,GUI,438,1999,.,.,1.0
25158,GIN,438,2000,0.268,0.104,.
25159,GUI,438,2000,.,.,1.0
25160,GIN,438,2001,0.272,0.105,.
25161,GUI,438,2001,.,.,1.0
25162,GIN,438,2002,0.271,0.104,.
25163,GUI,438,2002,.,.,1.0
25164,GIN,438,2003,0.276,0.112,.
25165,GUI,438,2003,.,.,1.0
25166,GIN,438,2004,0.271,0.11,.
25167,GUI,438,2004,.,.,1.0
25168,GIN,438,2005,0.271,0.108,.
25169,GUI,438,2005,.,.,1.0
25170,GIN,438,2006,0.269,0.111,.
25171,GUI,438,2006,.,.,1.0
25172,GIN,438,2007,0.269,0.117,.
25173,GUI,438,2007,.,.,1.0
25174,GIN,438,2008,0.266,0.102,.
25175,GUI,438,2008,.,.,1.0
25176,GIN,438,2009,0.174,0.055,.
25177,GUI,438,2009,.,.,1.0
25178,GIN,438,2010,0.234,0.092,.
25179,GUI,438,2010,.,.,3.0
25180,GIN,438,2011,0.313,0.114,.
25181,GUI,438,2011,.,.,3.0
25182,GIN,438,2012,0.315,0.114,.
25183,GUI,438,2012,.,.,3.0
25184,GIN,438,2013,0.317,0.114,.
25185,GUI,438,2013,.,.,4.0
25186,GIN,438,2014,0.369,0.156,.
25187,GUI,438,2014,.,.,4.0
25188,GIN,438,2015,0.368,0.164,.
25189,GUI,438,2015,.,.,4.0
25190,GIN,438,2016,0.371,0.166,.
25191,GUI,438,2016,.,.,4.0
25192,GIN,438,2017,0.362,0.162,.
25193,GUI,438,2017,.,.,4.0
25194,GIN,438,2018,0.362,0.16,.
25195,GUI,438,2018,.,.,4.0
25196,GIN,438,2019,0.352,0.145,.
25197,GIN,438,2020,0.299,0.12,.
25198,GIN,438,2021,0.258,0.104,.
25199,GIN,438,2022,0.186,0.09,.
25200,GIN,438,2023,0.18,0.088,.
25201,BFA,439,1919,0.084,0.089,.
25202,BFA,439,1920,0.084,0.089,.
25203,BFA,439,1921,0.084,0.089,.
25204,BFA,439,1922,0.085,0.089,.
25205,BFA,439,1923,0.085,0.089,.
25206,BFA,439,1924,0.085,0.089,.
25207,BFA,439,1925,0.085,0.089,.
25208,BFA,439,1926,0.085,0.089,.
25209,BFA,439,1927,0.085,0.089,.
25210,BFA,439,1928,0.085,0.089,.
25211,BFA,439,1929,0.085,0.089,.
25212,BFA,439,1930,0.085,0.09,.
25213,BFA,439,1931,0.085,0.09,.
25214,BFA,439,1947,0.106,0.107,.
25215,BFA,439,1948,0.106,0.107,.
25216,BFA,439,1949,0.141,0.131,.
25217,BFA,439,1950,0.144,0.133,.
25218,BFA,439,1951,0.144,0.133,.
25219,BFA,439,1952,0.15,0.135,.
25220,BFA,439,1953,0.15,0.135,.
25221,BFA,439,1954,0.15,0.135,.
25222,BFA,439,1955,0.152,0.135,.
25223,BFA,439,1956,0.152,0.135,.
25224,BFA,439,1957,0.206,0.15,.
25225,BFA,439,1958,0.206,0.154,.
25226,BFA,439,1959,0.231,0.16,.
25227,BFA,439,1960,0.305,0.193,.
25228,BFO,439,1960,.,.,0.0
25229,BFA,439,1961,0.371,0.22,.
25230,BFO,439,1961,.,.,0.0
25231,BFA,439,1962,0.371,0.22,.
25232,BFO,439,1962,.,.,0.0
25233,BFA,439,1963,0.371,0.22,.
25234,BFO,439,1963,.,.,0.0
25235,BFA,439,1964,0.371,0.22,.
25236,BFO,439,1964,.,.,0.0
25237,BFA,439,1965,0.353,0.213,.
25238,BFO,439,1965,.,.,0.0
25239,BFA,439,1966,0.188,0.128,.
25240,BFO,439,1966,.,.,0.0
25241,BFA,439,1967,0.175,0.119,.
25242,BFO,439,1967,.,.,0.0
25243,BFA,439,1968,0.175,0.12,.
25244,BFO,439,1968,.,.,0.0
25245,BFA,439,1969,0.175,0.12,.
25246,BFO,439,1969,.,.,0.0
25247,BFA,439,1970,0.182,0.127,.
25248,BFO,439,1970,.,.,0.0
25249,BFA,439,1971,0.179,0.126,.
25250,BFO,439,1971,.,.,0.0
25251,BFA,439,1972,0.179,0.153,.
25252,BFO,439,1972,.,.,0.0
25253,BFA,439,1973,0.179,0.153,.
25254,BFO,439,1973,.,.,0.0
25255,BFA,439,1974,0.179,0.127,.
25256,BFO,439,1974,.,.,0.0
25257,BFA,439,1975,0.179,0.118,.
25258,BFO,439,1975,.,.,0.0
25259,BFA,439,1976,0.179,0.118,.
25260,BFO,439,1976,.,.,0.0
25261,BFA,439,1977,0.179,0.118,.
25262,BFO,439,1977,.,.,-88.0
25263,BFA,439,1978,0.235,0.15,.
25264,BFO,439,1978,.,.,5.0
25265,BFA,439,1979,0.257,0.171,.
25266,BFO,439,1979,.,.,5.0
25267,BFA,439,1980,0.321,0.191,.
25268,BFO,439,1980,.,.,0.0
25269,BFA,439,1981,0.161,0.107,.
25270,BFO,439,1981,.,.,0.0
25271,BFA,439,1982,0.161,0.107,.
25272,BFO,439,1982,.,.,0.0
25273,BFA,439,1983,0.159,0.114,.
25274,BFO,439,1983,.,.,0.0
25275,BFA,439,1984,0.158,0.114,.
25276,BFO,439,1984,.,.,0.0
25277,BFA,439,1985,0.157,0.114,.
25278,BFO,439,1985,.,.,0.0
25279,BFA,439,1986,0.157,0.115,.
25280,BFO,439,1986,.,.,0.0
25281,BFA,439,1987,0.161,0.114,.
25282,BFO,439,1987,.,.,0.0
25283,BFA,439,1988,0.161,0.103,.
25284,BFO,439,1988,.,.,0.0
25285,BFA,439,1989,0.161,0.102,.
25286,BFO,439,1989,.,.,0.0
25287,BFA,439,1990,0.166,0.104,.
25288,BFO,439,1990,.,.,0.0
25289,BFA,439,1991,0.191,0.117,.
25290,BFO,439,1991,.,.,0.0
25291,BFA,439,1992,0.41,0.216,.
25292,BFO,439,1992,.,.,0.0
25293,BFA,439,1993,0.476,0.257,.
25294,BFO,439,1993,.,.,0.0
25295,BFA,439,1994,0.476,0.257,.
25296,BFO,439,1994,.,.,0.0
25297,BFA,439,1995,0.476,0.257,.
25298,BFO,439,1995,.,.,0.0
25299,BFA,439,1996,0.476,0.259,.
25300,BFO,439,1996,.,.,0.0
25301,BFA,439,1997,0.487,0.264,.
25302,BFO,439,1997,.,.,0.0
25303,BFA,439,1998,0.5,0.272,.
25304,BFO,439,1998,.,.,0.0
25305,BFA,439,1999,0.493,0.311,.
25306,BFO,439,1999,.,.,0.0
25307,BFA,439,2000,0.518,0.329,.
25308,BFO,439,2000,.,.,0.0
25309,BFA,439,2001,0.522,0.329,.
25310,BFO,439,2001,.,.,2.0
25311,BFA,439,2002,0.518,0.328,.
25312,BFO,439,2002,.,.,2.0
25313,BFA,439,2003,0.516,0.328,.
25314,BFO,439,2003,.,.,2.0
25315,BFA,439,2004,0.516,0.328,.
25316,BFO,439,2004,.,.,2.0
25317,BFA,439,2005,0.52,0.33,.
25318,BFO,439,2005,.,.,2.0
25319,BFA,439,2006,0.544,0.343,.
25320,BFO,439,2006,.,.,2.0
25321,BFA,439,2007,0.541,0.342,.
25322,BFO,439,2007,.,.,2.0
25323,BFA,439,2008,0.543,0.343,.
25324,BFO,439,2008,.,.,2.0
25325,BFA,439,2009,0.539,0.34,.
25326,BFO,439,2009,.,.,2.0
25327,BFA,439,2010,0.56,0.358,.
25328,BFO,439,2010,.,.,2.0
25329,BFA,439,2011,0.57,0.361,.
25330,BFO,439,2011,.,.,2.0
25331,BFA,439,2012,0.571,0.364,.
25332,BFO,439,2012,.,.,2.0
25333,BFA,439,2013,0.6,0.407,.
25334,BFO,439,2013,.,.,2.0
25335,BFA,439,2014,0.572,0.422,.
25336,BFO,439,2014,.,.,2.0
25337,BFA,439,2015,0.375,0.31,.
25338,BFO,439,2015,.,.,7.0
25339,BFA,439,2016,0.69,0.51,.
25340,BFO,439,2016,.,.,7.0
25341,BFA,439,2017,0.691,0.518,.
25342,BFO,439,2017,.,.,7.0
25343,BFA,439,2018,0.676,0.495,.
25344,BFO,439,2018,.,.,7.0
25345,BFA,439,2019,0.661,0.482,.
25346,BFA,439,2020,0.659,0.485,.
25347,BFA,439,2021,0.626,0.455,.
25348,BFA,439,2022,0.296,0.236,.
25349,BFA,439,2023,0.205,0.182,.
25350,LBR,450,1821,0.031,.,.
25351,LBR,450,1822,0.031,.,.
25352,LBR,450,1823,0.031,.,.
25353,LBR,450,1824,0.031,.,.
25354,LBR,450,1825,0.031,.,.
25355,LBR,450,1826,0.031,.,.
25356,LBR,450,1827,0.031,.,.
25357,LBR,450,1828,0.031,.,.
25358,LBR,450,1829,0.031,.,.
25359,LBR,450,1830,0.031,.,.
25360,LBR,450,1831,0.031,.,.
25361,LBR,450,1832,0.031,.,.
25362,LBR,450,1833,0.031,.,.
25363,LBR,450,1834,0.031,.,.
25364,LBR,450,1835,0.031,.,.
25365,LBR,450,1836,0.031,.,.
25366,LBR,450,1837,0.031,.,.
25367,LBR,450,1838,0.031,.,.
25368,LBR,450,1839,0.031,0.049,.
25369,LBR,450,1840,0.031,0.049,.
25370,LBR,450,1841,0.031,0.049,.
25371,LBR,450,1842,0.031,0.049,.
25372,LBR,450,1843,0.031,0.049,.
25373,LBR,450,1844,0.031,0.049,.
25374,LBR,450,1845,0.031,0.049,.
25375,LBR,450,1846,0.031,0.049,.
25376,LBR,450,1847,0.059,0.096,.
25377,LBR,450,1847,.,.,7.0
25378,LBR,450,1848,0.244,0.162,.
25379,LBR,450,1848,.,.,7.0
25380,LBR,450,1849,0.242,0.161,.
25381,LBR,450,1849,.,.,7.0
25382,LBR,450,1850,0.241,0.161,.
25383,LBR,450,1850,.,.,7.0
25384,LBR,450,1851,0.244,0.162,.
25385,LBR,450,1851,.,.,7.0
25386,LBR,450,1852,0.246,0.163,.
25387,LBR,450,1852,.,.,7.0
25388,LBR,450,1853,0.242,0.162,.
25389,LBR,450,1853,.,.,7.0
25390,LBR,450,1854,0.24,0.161,.
25391,LBR,450,1854,.,.,7.0
25392,LBR,450,1855,0.242,0.162,.
25393,LBR,450,1855,.,.,7.0
25394,LBR,450,1856,0.244,0.163,.
25395,LBR,450,1856,.,.,7.0
25396,LBR,450,1857,0.242,0.162,.
25397,LBR,450,1857,.,.,7.0
25398,LBR,450,1858,0.241,0.161,.
25399,LBR,450,1858,.,.,7.0
25400,LBR,450,1859,0.24,0.16,.
25401,LBR,450,1859,.,.,7.0
25402,LBR,450,1860,0.239,0.16,.
25403,LBR,450,1860,.,.,7.0
25404,LBR,450,1861,0.24,0.161,.
25405,LBR,450,1861,.,.,7.0
25406,LBR,450,1862,0.241,0.162,.
25407,LBR,450,1862,.,.,7.0
25408,LBR,450,1863,0.24,0.161,.
25409,LBR,450,1863,.,.,7.0
25410,LBR,450,1864,0.239,0.161,.
25411,LBR,450,1864,.,.,7.0
25412,LBR,450,1865,0.24,0.161,.
25413,LBR,450,1865,.,.,7.0
25414,LBR,450,1866,0.24,0.16,.
25415,LBR,450,1866,.,.,7.0
25416,LBR,450,1867,0.227,0.157,.
25417,LBR,450,1867,.,.,7.0
25418,LBR,450,1868,0.221,0.155,.
25419,LBR,450,1868,.,.,7.0
25420,LBR,450,1869,0.218,0.15,.
25421,LBR,450,1869,.,.,7.0
25422,LBR,450,1870,0.226,0.153,.
25423,LBR,450,1870,.,.,7.0
25424,LBR,450,1871,0.225,0.153,.
25425,LBR,450,1871,.,.,7.0
25426,LBR,450,1872,0.225,0.153,.
25427,LBR,450,1872,.,.,7.0
25428,LBR,450,1873,0.22,0.155,.
25429,LBR,450,1873,.,.,7.0
25430,LBR,450,1874,0.218,0.155,.
25431,LBR,450,1874,.,.,7.0
25432,LBR,450,1875,0.219,0.154,.
25433,LBR,450,1875,.,.,7.0
25434,LBR,450,1876,0.22,0.154,.
25435,LBR,450,1876,.,.,7.0
25436,LBR,450,1877,0.224,0.156,.
25437,LBR,450,1877,.,.,7.0
25438,LBR,450,1878,0.226,0.156,.
25439,LBR,450,1878,.,.,7.0
25440,LBR,450,1879,0.22,0.155,.
25441,LBR,450,1879,.,.,7.0
25442,LBR,450,1880,0.216,0.154,.
25443,LBR,450,1880,.,.,7.0
25444,LBR,450,1881,0.231,0.158,.
25445,LBR,450,1881,.,.,7.0
25446,LBR,450,1882,0.238,0.16,.
25447,LBR,450,1882,.,.,7.0
25448,LBR,450,1883,0.241,0.161,.
25449,LBR,450,1883,.,.,7.0
25450,LBR,450,1884,0.242,0.162,.
25451,LBR,450,1884,.,.,2.0
25452,LBR,450,1885,0.241,0.162,.
25453,LBR,450,1885,.,.,2.0
25454,LBR,450,1886,0.241,0.162,.
25455,LBR,450,1886,.,.,2.0
25456,LBR,450,1887,0.229,0.158,.
25457,LBR,450,1887,.,.,2.0
25458,LBR,450,1888,0.229,0.158,.
25459,LBR,450,1888,.,.,2.0
25460,LBR,450,1889,0.226,0.157,.
25461,LBR,450,1889,.,.,2.0
25462,LBR,450,1890,0.225,0.156,.
25463,LBR,450,1890,.,.,1.0
25464,LBR,450,1891,0.235,0.16,.
25465,LBR,450,1891,.,.,1.0
25466,LBR,450,1892,0.24,0.162,.
25467,LBR,450,1892,.,.,1.0
25468,LBR,450,1893,0.234,0.159,.
25469,LBR,450,1893,.,.,1.0
25470,LBR,450,1894,0.231,0.158,.
25471,LBR,450,1894,.,.,1.0
25472,LBR,450,1895,0.22,0.154,.
25473,LBR,450,1895,.,.,1.0
25474,LBR,450,1896,0.214,0.153,.
25475,LBR,450,1896,.,.,1.0
25476,LBR,450,1897,0.215,0.154,.
25477,LBR,450,1897,.,.,1.0
25478,LBR,450,1898,0.215,0.154,.
25479,LBR,450,1898,.,.,1.0
25480,LBR,450,1899,0.215,0.154,.
25481,LBR,450,1899,.,.,1.0
25482,LBR,450,1900,0.195,0.147,.
25483,LBR,450,1900,.,.,1.0
25484,LBR,450,1901,0.215,0.153,.
25485,LBR,450,1901,.,.,1.0
25486,LBR,450,1902,0.215,0.153,.
25487,LBR,450,1902,.,.,1.0
25488,LBR,450,1903,0.218,0.154,.
25489,LBR,450,1903,.,.,1.0
25490,LBR,450,1904,0.218,0.154,.
25491,LBR,450,1904,.,.,1.0
25492,LBR,450,1905,0.218,0.154,.
25493,LBR,450,1905,.,.,1.0
25494,LBR,450,1906,0.218,0.154,.
25495,LBR,450,1906,.,.,1.0
25496,LBR,450,1907,0.217,0.154,.
25497,LBR,450,1907,.,.,1.0
25498,LBR,450,1908,0.224,0.157,.
25499,LBR,450,1908,.,.,1.0
25500,LBR,450,1909,0.224,0.157,.
25501,LBR,450,1909,.,.,0.0
25502,LBR,450,1910,0.225,0.156,.
25503,LBR,450,1910,.,.,0.0
25504,LBR,450,1911,0.223,0.155,.
25505,LBR,450,1911,.,.,0.0
25506,LBR,450,1912,0.223,0.156,.
25507,LBR,450,1912,.,.,0.0
